price,category,type,make,model,year,finish,condition,auction,shipping_cost,accepts_offers,date
1899.99,semi-hollow,electric-guitars,D'Angelico,Excel Mini DC,,Trans Cherry,Brand New,False,0.00,False,2022-04-07T00:57:57-05:00
2894.47,semi-hollow,electric-guitars,Heritage,H-535,2018,Cherry,Very Good,False,389.42,True,2022-04-06T23:29:37-05:00
12486.27,semi-hollow,electric-guitars,Rickenbacker,"Rose Morris export model, 'Model 1997' Fireglo, 1967",1967,Fireglo,Excellent,False,0.00,True,2022-04-06T23:08:40-05:00
2000.00,semi-hollow,electric-guitars,Hamer,Artist,1996,Art,Excellent,False,0.00,True,2022-04-06T23:01:34-05:00
15000.00,semi-hollow,electric-guitars,Melancon,Cajun Gentleman,,White Blonde,Excellent,False,650.00,True,2022-04-06T22:34:28-05:00
3199.96,semi-hollow,electric-guitars,Gibson,1978 ES-335 Sunburst,1978,,Very Good,False,589.61,False,2022-04-06T22:22:05-05:00
549.00,semi-hollow,electric-guitars,Guild,Starfire I DC Vintage Walnut Double Cutaway Semi Hollow Electric,,,Brand New,False,60.00,False,2022-04-06T21:38:36-05:00
775.00,semi-hollow,electric-guitars,Hagstrom,Viking,2019,Sunburst,Mint,False,65.00,True,2022-04-06T21:26:37-05:00
1450.00,semi-hollow,electric-guitars,Eastman,T486BD,2020,Stunnng Blonde,Excellent,False,100.00,True,2022-04-06T21:12:00-05:00
198.88,semi-hollow,electric-guitars,IYV,Thinline Telecaster,,Natural,Mint,False,41.95,False,2022-04-06T21:10:02-05:00
2299.00,semi-hollow,electric-guitars,Gibson,ES-335 Dot,2020 - Present,Vintage Ebony,Good,False,125.00,False,2022-04-06T20:05:49-05:00
3199.00,semi-hollow,electric-guitars,Heritage,H-535 Standard,,Antique Natural,Brand New,False,0.00,False,2022-04-06T19:44:51-05:00
449.99,semi-hollow,electric-guitars,Gretsch,G2622,,,Brand New,False,25.00,False,2022-04-06T19:23:11-05:00
1199.00,semi-hollow,electric-guitars,Guild,M-75 Aristocrat P90,,,Brand New,False,120.00,True,2022-04-06T19:16:40-05:00
599.00,semi-hollow,electric-guitars,Epiphone,Sheraton II,2010,Vintage Sunburst,Very Good,False,50.00,True,2022-04-06T19:11:41-05:00
3499.00,semi-hollow,electric-guitars,Rickenbacker,Limited Edition 360 - Candy Apple Purple,,,Brand New,False,350.00,False,2022-04-06T19:07:07-05:00
1839.00,semi-hollow,electric-guitars,Eastman,T59/V Semi-Hollow,,Classic Antique Varnish,Brand New,False,150.00,True,2022-04-06T18:33:15-05:00
1600.00,semi-hollow,electric-guitars,Walla Walla,Maverick,,,Mint,False,150.00,True,2022-04-06T18:28:15-05:00
6250.00,semi-hollow,electric-guitars,Gibson,Trini Lopez Standard,1967,Cherry,Good,False,150.00,True,2022-04-06T18:27:21-05:00
2295.00,semi-hollow,electric-guitars,Gibson,ES-339,2008,Antique Vintage Sunburst,Very Good,False,125.00,True,2022-04-06T18:23:04-05:00
375.00,semi-hollow,electric-guitars,Ibanez,AS63-SFG Artcore Vibrante Semi-Hollow Body,2019,Seafoam Green,Mint,False,50.00,True,2022-04-06T18:18:16-05:00
580.40,semi-hollow,electric-guitars,Gretsch,"G2655T Streamliner Center Block Jr. Double-Cut with Bigsby, Laurel Fingerboard,",,Walnut Stain,Brand New,False,0.00,False,2022-04-06T18:17:56-05:00
2900.00,hollow-body,electric-guitars,Gibson,ES-125TC,1962,Cherry Sunburst,Very Good,False,100.00,True,2022-04-11T23:50:05-04:00
549.00,hollow-body,electric-guitars,Agile,Cool Cat,,Natural,Very Good,False,60.00,True,2022-04-11T23:19:33-04:00
5000.00,hollow-body,electric-guitars,Gretsch,G7593T Billy Duffy Signature Falcon,2013 - Present,White,Mint,False,225.00,True,2022-04-11T20:59:43-04:00
950.00,hollow-body,electric-guitars,D'Angelico,Excel EXL-1DP,2005,Sunburst,Excellent,False,78.00,False,2022-04-11T20:05:05-04:00
4200.00,hollow-body,electric-guitars,Ibanez,2470 NT,1977,Natural,Good,False,150.00,True,2022-04-11T19:02:28-04:00
5246.49,hollow-body,electric-guitars,PRS,PRS Paul Reed Smith Hollow Body 2 Piezo & Original Hard Case & Paperwork,2018,Charcoal Cherry,Excellent,False,163.53,True,2022-04-11T18:35:25-04:00
700.00,hollow-body,electric-guitars,Gretsch,G5420T Electromatic Hollow Body,2020,Fairlane Blue,Brand New,False,100.00,True,2022-04-11T18:29:56-04:00
725.00,hollow-body,electric-guitars,Epiphone,Joe Pass Signature Emperor II,1994 - 2015,Vintage Sunburst,Excellent,False,75.00,True,2022-04-11T18:26:29-04:00
375.00,hollow-body,electric-guitars,Crestwood,Hollow body 12 string,1970’s,Red,Fair,False,80.00,True,2022-04-11T18:11:29-04:00
309.99,hollow-body,electric-guitars,Ibanez,AF75-BS Artcore Series Hollowbody Electric Guitar,2010s,Brown Sunburst,Very Good,False,105.00,True,2022-04-11T18:01:30-04:00
450.00,hollow-body,electric-guitars,Epiphone,Casino Worn,2020,Black,Excellent,False,25.00,True,2022-04-11T17:42:02-04:00
7299.00,hollow-body,electric-guitars,Gibson,Byrdland,2003,Alpine White,Very Good,False,0.00,True,2022-04-11T17:37:24-04:00
1243.73,hollow-body,electric-guitars,Olson Electronics,Languedoc Special Order,2015,Natural,Mint,False,290.20,True,2022-04-11T17:35:10-04:00
495.00,hollow-body,electric-guitars,Gretsch,Electromatic,2010's,Firebird Red,Mint,False,136.00,True,2022-04-11T17:04:40-04:00
2495.55,hollow-body,electric-guitars,Hofner,President,1960,Violin Sunburst,Excellent,False,226.87,False,2022-04-11T16:46:06-04:00
1399.00,hollow-body,electric-guitars,Taylor,T5 Standard,2016,Black,Very Good,False,75.00,True,2022-04-11T16:41:14-04:00
2499.00,hollow-body,electric-guitars,Gibson,ES-125,1959,Sunburst,Very Good,False,199.00,True,2022-04-11T16:35:45-04:00
5904.00,hollow-body,electric-guitars,PRS,Hollowbody II Piezo,,Black Gold Wrap Burst,Brand New,False,230.30,False,2022-04-11T16:31:07-04:00
2299.99,hollow-body,electric-guitars,Gretsch,G6118T Pro Players Edition Anniversary - Hollow Body Electric Guitar - Copper Metallic /,,Sahara Metallic,Brand New,False,0.00,False,2022-04-11T16:03:27-04:00
3541.72,hollow-body,electric-guitars,Epiphone,"Epiphone E230TD Revolution ""Casino"" inspired by John Lennon",,,Excellent,False,332.50,True,2022-04-11T15:59:50-04:00
9860.00,hollow-body,electric-guitars,Grtetsch,6120 Chet Atkins Model,1959,Orange,Very Good,False,225.00,True,2022-04-11T15:54:29-04:00
2824.51,hollow-body,electric-guitars,Guild,T-100D,1968,Sunburst,Excellent,False,170.15,True,2022-04-11T15:47:04-04:00
3500.00,hollow-body,electric-guitars,Gretsch,G7593 White Falcon I,2003 - 2012,White,Excellent,False,80.00,True,2022-04-11T15:28:45-04:00
1999.88,hollow-body,electric-guitars,Ibanez,AF153SM,,,Mint,False,225.00,True,2022-04-11T15:23:51-04:00
1800.00,hollow-body,electric-guitars,Gretsch,G6117HT,,Sunburst,Excellent,False,100.00,True,2022-04-11T15:06:50-04:00
1995.00,hollow-body,electric-guitars,Epiphone,Inspired By '68 Revolution Casino,2009 - 2014,Lennon Natural,Excellent,False,0.00,True,2022-04-11T14:34:42-04:00
2268.68,hollow-body,electric-guitars,Gretsch,G6120DSW Nashville Western with DynaSonic Pickups,2003 - 2006,Western Maple Stain,Excellent,False,0.00,True,2022-04-11T14:20:18-04:00
681.36,hollow-body,electric-guitars,Epiphone,Broadway Reissue with Pau Ferro Fretboard,2019,Natural,Mint,False,40.88,True,2022-04-11T14:08:12-04:00
499.00,hollow-body,electric-guitars,Waterstone,Nashville electric guitar,,Blue Sparkle!,Excellent,False,100.00,True,2022-04-11T13:59:20-04:00
1599.99,hollow-body,electric-guitars,PRS,Hollowbody 2 w/piezo,,Peacock Blue,Brand New,False,0.00,True,2022-04-11T13:58:44-04:00
700.00,hollow-body,electric-guitars,Gretsch,"G5410T Electromatic ""Rat Rod"" Hollow Body Single Cutaway",2020 - Present,Black,Mint,False,65.00,True,2022-04-11T13:42:37-04:00
687.37,hollow-body,electric-guitars,Gretsch,270-4055-537,,,Brand New,False,0.00,False,2022-04-11T13:28:56-04:00
2850.00,hollow-body,electric-guitars,Gretsch,6120,1997,Blue,Excellent,False,78.00,True,2022-04-11T13:12:18-04:00
3000.00,hollow-body,electric-guitars,Gibson,ES-225T,1955 - 1959,Sunburst,Good,False,200.00,True,2022-04-11T13:02:59-04:00
699.99,hollow-body,electric-guitars,Ibanez,GB10EM-AA,2022,Antique Amber,Brand New,False,0.00,False,2022-04-11T13:00:37-04:00
1775.00,hollow-body,electric-guitars,Silvertone,1446,1960s,Black,Very Good,False,99.00,True,2022-04-11T12:56:56-04:00
700.00,hollow-body,electric-guitars,National,EG685-2RG,1970's,Natural,Very Good,False,60.00,True,2022-04-11T12:53:36-04:00
801.98,hollow-body,electric-guitars,PRS,HOLLOWBODY II  CHARCOAL BURST,,,B-Stock,False,20.42,False,2022-04-11T12:34:22-04:00
1299.00,hollow-body,electric-guitars,Warmoth,Custom Thinline Body loaded w/ Lambertones Pickups,,,Excellent,False,65.00,True,2022-04-11T12:30:28-04:00
2977.65,hollow-body,electric-guitars,Taylor,T5-C2,2010,Natural,Mint,False,56.72,True,2022-04-11T12:29:07-04:00
567.17,hollow-body,electric-guitars,Gretsch,G2410TG Streamliner Hollow Body Single Cutaway with Bigsby,2021 - Present,Ocean Turquoise,Mint,False,56.72,False,2022-04-11T12:28:57-04:00
2599.99,hollow-body,electric-guitars,Gretsch,(914) G6120TG Players Edition Nashville? Hollow Body with Str...,,Orange Stain,Brand New,False,0.00,False,2022-04-11T12:27:06-04:00
3000.00,hollow-body,electric-guitars,Heritage,H-575 Artisan Aged,2018 - 2020,Original Sunburst,Excellent,False,0.00,True,2022-04-11T12:26:11-04:00
1000.00,hollow-body,electric-guitars,Eastman,AR403CE Single Cutaway Hollow-Body Archtop,2010s,Classic,Very Good,False,75.00,True,2022-04-11T12:03:47-04:00
1999.00,hollow-body,electric-guitars,Ibanez,JP20 Joe Pass Signature,1982 - 1990,Brown Sunburst,Very Good,False,65.00,True,2022-04-11T11:56:17-04:00
2607.85,hollow-body,electric-guitars,Wandre,blue jeans Antonio Pioli,,,Very Good,False,113.43,True,2022-04-11T11:08:03-04:00
1700.00,hollow-body,electric-guitars,D'Angelico,EX-59,,Limited Edition,Excellent,False,100.00,True,2022-04-11T10:57:13-04:00
940.28,hollow-body,electric-guitars,Gretsch,G5420T Electromatic Hollow Body,2016,Aspen Green,Very Good,False,0.00,True,2022-04-11T10:25:27-04:00
1849.00,hollow-body,electric-guitars,Taylor,T5-C2,2005,Koa Edgeburst,Excellent,False,0.00,True,2022-04-11T09:45:34-04:00
136.12,hollow-body,electric-guitars,GDM,Cigarbox License Plate Guitar,,,Good,False,22.69,True,2022-04-11T09:26:51-04:00
2900.00,hollow-body,electric-guitars,Gibson,ES-125TC,1962,Cherry Sunburst,Very Good,False,100.00,True,2022-04-11T20:50:05-07:00
549.00,hollow-body,electric-guitars,Agile,Cool Cat,,Natural,Very Good,False,60.00,True,2022-04-11T20:19:33-07:00
5000.00,hollow-body,electric-guitars,Gretsch,G7593T Billy Duffy Signature Falcon,2013 - Present,White,Mint,False,225.00,True,2022-04-11T17:59:43-07:00
950.00,hollow-body,electric-guitars,D'Angelico,Excel EXL-1DP,2005,Sunburst,Excellent,False,78.00,False,2022-04-11T17:05:05-07:00
4200.00,hollow-body,electric-guitars,Ibanez,2470 NT,1977,Natural,Good,False,150.00,True,2022-04-11T16:02:28-07:00
5246.49,hollow-body,electric-guitars,PRS,PRS Paul Reed Smith Hollow Body 2 Piezo & Original Hard Case & Paperwork,2018,Charcoal Cherry,Excellent,False,163.53,True,2022-04-11T15:35:25-07:00
700.00,hollow-body,electric-guitars,Gretsch,G5420T Electromatic Hollow Body,2020,Fairlane Blue,Brand New,False,100.00,True,2022-04-11T15:29:56-07:00
725.00,hollow-body,electric-guitars,Epiphone,Joe Pass Signature Emperor II,1994 - 2015,Vintage Sunburst,Excellent,False,75.00,True,2022-04-11T15:26:29-07:00
375.00,hollow-body,electric-guitars,Crestwood,Hollow body 12 string,1970’s,Red,Fair,False,80.00,True,2022-04-11T15:11:29-07:00
309.99,hollow-body,electric-guitars,Ibanez,AF75-BS Artcore Series Hollowbody Electric Guitar,2010s,Brown Sunburst,Very Good,False,105.00,True,2022-04-11T15:01:30-07:00
450.00,hollow-body,electric-guitars,Epiphone,Casino Worn,2020,Black,Excellent,False,25.00,True,2022-04-11T14:42:02-07:00
7299.00,hollow-body,electric-guitars,Gibson,Byrdland,2003,Alpine White,Very Good,False,0.00,True,2022-04-11T14:37:24-07:00
1243.73,hollow-body,electric-guitars,Olson Electronics,Languedoc Special Order,2015,Natural,Mint,False,290.20,True,2022-04-11T14:35:10-07:00
495.00,hollow-body,electric-guitars,Gretsch,Electromatic,2010's,Firebird Red,Mint,False,136.00,True,2022-04-11T14:04:40-07:00
2495.55,hollow-body,electric-guitars,Hofner,President,1960,Violin Sunburst,Excellent,False,226.87,False,2022-04-11T13:46:06-07:00
1399.00,hollow-body,electric-guitars,Taylor,T5 Standard,2016,Black,Very Good,False,75.00,True,2022-04-11T13:41:14-07:00
2499.00,hollow-body,electric-guitars,Gibson,ES-125,1959,Sunburst,Very Good,False,199.00,True,2022-04-11T13:35:45-07:00
5904.00,hollow-body,electric-guitars,PRS,Hollowbody II Piezo,,Black Gold Wrap Burst,Brand New,False,230.30,False,2022-04-11T13:31:07-07:00
2299.99,hollow-body,electric-guitars,Gretsch,G6118T Pro Players Edition Anniversary - Hollow Body Electric Guitar - Copper Metallic /,,Sahara Metallic,Brand New,False,0.00,False,2022-04-11T13:03:27-07:00
3541.72,hollow-body,electric-guitars,Epiphone,"Epiphone E230TD Revolution ""Casino"" inspired by John Lennon",,,Excellent,False,332.50,True,2022-04-11T12:59:50-07:00
9860.00,hollow-body,electric-guitars,Grtetsch,6120 Chet Atkins Model,1959,Orange,Very Good,False,225.00,True,2022-04-11T12:54:29-07:00
2824.51,hollow-body,electric-guitars,Guild,T-100D,1968,Sunburst,Excellent,False,170.15,True,2022-04-11T12:47:04-07:00
3500.00,hollow-body,electric-guitars,Gretsch,G7593 White Falcon I,2003 - 2012,White,Excellent,False,80.00,True,2022-04-11T12:28:45-07:00
1999.88,hollow-body,electric-guitars,Ibanez,AF153SM,,,Mint,False,225.00,True,2022-04-11T12:23:51-07:00
1800.00,hollow-body,electric-guitars,Gretsch,G6117HT,,Sunburst,Excellent,False,100.00,True,2022-04-11T12:06:50-07:00
1995.00,hollow-body,electric-guitars,Epiphone,Inspired By '68 Revolution Casino,2009 - 2014,Lennon Natural,Excellent,False,0.00,True,2022-04-11T11:34:42-07:00
2268.68,hollow-body,electric-guitars,Gretsch,G6120DSW Nashville Western with DynaSonic Pickups,2003 - 2006,Western Maple Stain,Excellent,False,0.00,True,2022-04-11T11:20:18-07:00
681.36,hollow-body,electric-guitars,Epiphone,Broadway Reissue with Pau Ferro Fretboard,2019,Natural,Mint,False,40.88,True,2022-04-11T11:08:12-07:00
499.00,hollow-body,electric-guitars,Waterstone,Nashville electric guitar,,Blue Sparkle!,Excellent,False,100.00,True,2022-04-11T10:59:20-07:00
1599.99,hollow-body,electric-guitars,PRS,Hollowbody 2 w/piezo,,Peacock Blue,Brand New,False,0.00,True,2022-04-11T10:58:44-07:00
700.00,hollow-body,electric-guitars,Gretsch,"G5410T Electromatic ""Rat Rod"" Hollow Body Single Cutaway",2020 - Present,Black,Mint,False,65.00,True,2022-04-11T10:42:37-07:00
687.37,hollow-body,electric-guitars,Gretsch,270-4055-537,,,Brand New,False,0.00,False,2022-04-11T10:28:56-07:00
2850.00,hollow-body,electric-guitars,Gretsch,6120,1997,Blue,Excellent,False,78.00,True,2022-04-11T10:12:18-07:00
3000.00,hollow-body,electric-guitars,Gibson,ES-225T,1955 - 1959,Sunburst,Good,False,200.00,True,2022-04-11T10:02:59-07:00
699.99,hollow-body,electric-guitars,Ibanez,GB10EM-AA,2022,Antique Amber,Brand New,False,0.00,False,2022-04-11T10:00:37-07:00
1775.00,hollow-body,electric-guitars,Silvertone,1446,1960s,Black,Very Good,False,99.00,True,2022-04-11T09:56:56-07:00
700.00,hollow-body,electric-guitars,National,EG685-2RG,1970's,Natural,Very Good,False,60.00,True,2022-04-11T09:53:36-07:00
801.98,hollow-body,electric-guitars,PRS,HOLLOWBODY II  CHARCOAL BURST,,,B-Stock,False,20.42,False,2022-04-11T09:34:22-07:00
1299.00,hollow-body,electric-guitars,Warmoth,Custom Thinline Body loaded w/ Lambertones Pickups,,,Excellent,False,65.00,True,2022-04-11T09:30:28-07:00
2977.65,hollow-body,electric-guitars,Taylor,T5-C2,2010,Natural,Mint,False,56.72,True,2022-04-11T09:29:07-07:00
567.17,hollow-body,electric-guitars,Gretsch,G2410TG Streamliner Hollow Body Single Cutaway with Bigsby,2021 - Present,Ocean Turquoise,Mint,False,56.72,False,2022-04-11T09:28:57-07:00
2599.99,hollow-body,electric-guitars,Gretsch,(914) G6120TG Players Edition Nashville? Hollow Body with Str...,,Orange Stain,Brand New,False,0.00,False,2022-04-11T09:27:06-07:00
3000.00,hollow-body,electric-guitars,Heritage,H-575 Artisan Aged,2018 - 2020,Original Sunburst,Excellent,False,0.00,True,2022-04-11T09:26:11-07:00
1000.00,hollow-body,electric-guitars,Eastman,AR403CE Single Cutaway Hollow-Body Archtop,2010s,Classic,Very Good,False,75.00,True,2022-04-11T09:03:47-07:00
1999.00,hollow-body,electric-guitars,Ibanez,JP20 Joe Pass Signature,1982 - 1990,Brown Sunburst,Very Good,False,65.00,True,2022-04-11T08:56:17-07:00
2607.85,hollow-body,electric-guitars,Wandre,blue jeans Antonio Pioli,,,Very Good,False,113.43,True,2022-04-11T08:08:03-07:00
1700.00,hollow-body,electric-guitars,D'Angelico,EX-59,,Limited Edition,Excellent,False,100.00,True,2022-04-11T07:57:13-07:00
940.28,hollow-body,electric-guitars,Gretsch,G5420T Electromatic Hollow Body,2016,Aspen Green,Very Good,False,0.00,True,2022-04-11T07:25:27-07:00
1849.00,hollow-body,electric-guitars,Taylor,T5-C2,2005,Koa Edgeburst,Excellent,False,0.00,True,2022-04-11T06:45:34-07:00
136.12,hollow-body,electric-guitars,GDM,Cigarbox License Plate Guitar,,,Good,False,22.69,True,2022-04-11T06:26:51-07:00
2403.72,hollow-body,electric-guitars,Gretsch,G6122-1962 Country Classic,2003 - 2006,Walnut Stain,Mint,False,103.64,True,2022-04-11T08:21:56-05:00
4200.00,hollow-body,electric-guitars,Retrograde,Cambridge,2019,Violin Burst,Excellent,False,75.00,True,2022-04-11T07:47:28-05:00
1658.31,hollow-body,electric-guitars,Ibanez,FG100,1982,Natural,Excellent,False,331.66,True,2022-04-11T07:38:37-05:00
2257.34,hollow-body,electric-guitars,Gretsch,G6118T Anniversary with Bigsby,2003 - 2016,Smoke Green 2 Tone,Good,False,0.00,True,2022-04-11T05:48:44-05:00
1393.74,hollow-body,electric-guitars,PRS,Se hollow body piezo II,2022,Peacok Blue Smokeburst,Brand New,False,113.43,True,2022-04-11T05:39:37-05:00
3573.18,hollow-body,electric-guitars,Mayones,Regius 8 VF (Multiscale),2013,Trans Jeans Black Gloss,Excellent,False,56.72,True,2022-04-11T05:04:24-05:00
6012.01,hollow-body,electric-guitars,Gibson,Gibson ES-175T Wine Red,1976,Red,Excellent,False,283.59,True,2022-04-11T04:04:43-05:00
672.15,hollow-body,electric-guitars,Epiphone,Casino VC,1996,Sunburst,Good,False,277.96,True,2022-04-11T01:57:49-05:00
1295.00,hollow-body,electric-guitars,Taylor,Model 312,2011,Natural,Excellent,False,149.00,True,2022-04-11T00:37:27-05:00
8000.00,hollow-body,electric-guitars,PRS,Hollowbody II 10-Top,2020,,Mint,False,150.00,False,2022-04-10T22:13:27-05:00
799.99,hollow-body,electric-guitars,Gretsch,5420T Electromatic Classic Hollow Body Single Cut w/ Bigsby -,,Azure Metallic,Brand New,False,0.00,True,2022-04-10T21:57:51-05:00
899.99,hollow-body,electric-guitars,Gretsch,G5422TG Electromatic Classic Hollowbody Double- Cut w/ Bigsby & Gold Hardware -,,Walnut Stain,Brand New,False,0.00,False,2022-04-10T21:53:17-05:00
1499.00,hollow-body,electric-guitars,Epiphone,Emperor Regent,1996,Sunburst,Very Good,False,75.00,False,2022-04-10T20:48:32-05:00
4449.00,hollow-body,electric-guitars,PRS,Hollowbody II Piezo 10-Top,2014,Charcoal Burst,Good,False,69.99,True,2022-04-10T20:47:56-05:00
685.00,hollow-body,electric-guitars,Epiphone,Casino Reissue with Rosewood Fretboard,2012,Sunburst,Excellent,False,75.00,True,2022-04-10T20:34:10-05:00
2295.00,hollow-body,electric-guitars,Hofner,459,1966,,Good,False,349.00,True,2022-04-10T20:03:25-05:00
3995.00,hollow-body,electric-guitars,Gibson,ES-140 3/4,1951,Sunburst,Excellent,False,275.00,True,2022-04-10T18:39:04-05:00
1250.00,hollow-body,electric-guitars,Harmony,Rocket H54,1959-1966,Redburst,Good,False,135.00,True,2022-04-10T18:29:38-05:00
1495.00,hollow-body,electric-guitars,Aristocrat,335 Custom Build,70s???,Walnut,Very Good,False,95.00,True,2022-04-10T18:00:52-05:00
130.00,hollow-body,electric-guitars,Ktone,5003 RB,,Red Burst,Fair,False,0.00,True,2022-04-10T17:54:19-05:00
699.00,hollow-body,electric-guitars,Epiphone,Broadway Reissue with Rosewood Fretboard,1997 - 2013,Antique Sunburst,Good,False,149.00,True,2022-04-10T17:52:41-05:00
442.38,hollow-body,electric-guitars,Framus,Sorella,,,Good,False,39.70,True,2022-04-10T17:43:25-05:00
7500.00,hollow-body,electric-guitars,Gibson,ES-175,1949 - 1956,Sunburst,Good,False,125.00,True,2022-04-10T17:36:54-05:00
1450.00,hollow-body,electric-guitars,Taylor,T5z Classic Tropical Mahogany,2016,Natural,Excellent,False,50.00,True,2022-04-10T16:50:11-05:00
3149.99,hollow-body,electric-guitars,Gretsch,G6120DSW Nashville Western with DynaSonic Pickups,2003 - 2006,Western Maple Stain,Excellent,False,300.00,True,2022-04-10T16:32:26-05:00
1999.00,hollow-body,electric-guitars,Gretsch,G6117T-HT Anniversary Hollowbody Guitar with Case,2011,Sunburst,Very Good,False,130.00,False,2022-04-10T16:28:11-05:00
3199.99,hollow-body,electric-guitars,Gretsch,G6120DSW Nashville Western with DynaSonic Pickups,2003 - 2006,Western Maple Stain,Excellent,False,300.00,True,2022-04-10T16:24:15-05:00
2599.00,hollow-body,electric-guitars,Gretsch,G6192 Country Club Hollowbody Guitar with Case,,Sunburst,Excellent,False,135.00,False,2022-04-10T16:21:43-05:00
2399.00,hollow-body,electric-guitars,Gretsch,G6120DSV G6120 DSV Chet Atkins Hollowbody Guitar with Case,,,Excellent,False,135.00,False,2022-04-10T16:17:13-05:00
655.03,hollow-body,electric-guitars,Godin,5th Avenue CW Kingpin II,2010s,French Polish Of 19th Century,Very Good,False,74.62,False,2022-04-10T15:50:43-05:00
899.99,hollow-body,electric-guitars,D'Angelico,Excel,,678,Mint,False,0.00,True,2022-04-10T15:28:26-05:00
1199.99,hollow-body,electric-guitars,D'Angelico,Excel,,678,Mint,False,0.00,True,2022-04-10T15:27:53-05:00
1199.99,hollow-body,electric-guitars,D'Angelico,Excel,,678,Mint,False,0.00,True,2022-04-10T15:27:20-05:00
11343.42,hollow-body,electric-guitars,Gibson,Custom Shop L-5 Wes Montgomery,1993 - 2016,Sunburst,Excellent,False,170.15,True,2022-04-10T15:15:38-05:00
799.00,hollow-body,electric-guitars,Gretsch,G5420TG Limited Edition Electromatic Hollowbody Singlecut Guitar w/Bigsby,,,Excellent,False,115.00,False,2022-04-10T14:58:21-05:00
1644.80,hollow-body,electric-guitars,Epiphone,"Casino ""Gary Clark""",,,Mint,False,113.43,False,2022-04-10T14:19:40-05:00
1150.00,hollow-body,electric-guitars,Taylor,T5z Classic Tropical Mahogany,2016,Natural,Mint,False,0.00,True,2022-04-10T14:14:27-05:00
399.99,hollow-body,electric-guitars,Hofner,HI-459-SB Ignition Series Violin Guitar,2021,Sunburst,Mint,False,99.99,True,2022-04-10T14:13:07-05:00
649.99,hollow-body,electric-guitars,Guild,SFII/ST,,,Very Good,False,200.00,True,2022-04-10T14:11:09-05:00
2100.00,hollow-body,electric-guitars,Taylor,T5z Pro,2016,Molasses Burst,Mint,False,125.00,True,2022-04-10T11:59:43-05:00
1250.00,hollow-body,electric-guitars,Kay,Upbeat,1959,Black,Very Good,False,100.00,True,2022-04-10T11:42:16-05:00
1099.00,hollow-body,electric-guitars,Peerless,Monarch Hollowbody Archtop Jazzbox Guitar,,,Very Good,False,120.00,False,2022-04-10T10:55:38-05:00
2268.68,hollow-body,electric-guitars,Gibson,ES-390 Figured,,,Excellent,False,0.00,False,2022-04-10T09:56:01-05:00
817.63,hollow-body,electric-guitars,Gretsch,"G5422TG  Electromatic Double Cutaway Hollow Body with Bigsby, Gold Hardware",2018 - Present,Snow Crest White,Mint,False,0.00,True,2022-04-10T09:32:21-05:00
700.00,hollow-body,electric-guitars,Epiphone,Casino Reissue with Rosewood Fretboard,2005 - 2018,Cherry,Mint,False,0.00,True,2022-04-10T09:32:20-05:00
2665.70,hollow-body,electric-guitars,Stromberg,Montreux Vintage Sunburst Aged / Gold / Flame Maple Top,,Vintage Sunburst Aged,Mint,False,0.00,True,2022-04-10T09:21:24-05:00
11343.42,hollow-body,electric-guitars,Collings,CL City Limits Jazz,2015,Merlot,Mint,False,113.43,True,2022-04-10T08:19:30-05:00
1500.00,hollow-body,electric-guitars,Taylor,T5z Classic DLX,2018,Shaded Edgeburst,Excellent,False,250.00,True,2022-04-09T22:04:10-05:00
2400.00,hollow-body,electric-guitars,Gretsch,G6136SLBP Brian Setzer Black Phoenix,2005 - 2014,Black,Mint,False,60.00,True,2022-04-09T20:57:15-05:00
850.00,hollow-body,electric-guitars,Gretsch,"G5420TG Electromatic Hollow Body with Bigsby, Gold Hardware",2016,White,Excellent,False,0.00,True,2022-04-09T19:12:01-05:00
2000.00,hollow-body,electric-guitars,Relish Guitars,Jane,2016,Marine,Excellent,False,175.00,True,2022-04-09T18:32:14-05:00
3199.00,hollow-body,electric-guitars,Gretsch,6120,,Chet Atkins,Excellent,False,99.00,True,2022-04-09T18:19:16-05:00
2552.27,hollow-body,electric-guitars,Gretsch,Gentleman,1967,,Mint,False,124.78,True,2022-04-09T17:45:50-05:00
500.00,hollow-body,electric-guitars,D'Angelico,XL 1 Premier,,Black,Excellent,False,0.00,False,2022-04-09T17:40:21-05:00
349.00,hollow-body,electric-guitars,Ibanez,AF75 Artcore Series Hollowbody Electric Guitar,,Blue Burst,Very Good,False,209.00,True,2022-04-09T16:58:44-05:00
500.00,hollow-body,electric-guitars,Gretsch,"G2420T Streamliner Hollow Body with Laurel Fretboard, Bigsby",,,Mint,False,50.00,True,2022-04-09T16:44:55-05:00
649.99,hollow-body,electric-guitars,Schecter,us4510225,,Maroon,Excellent,False,12.50,True,2022-04-09T16:19:10-05:00
1375.00,hollow-body,electric-guitars,Taylor,T5z Classic Tropical Mahogany,2015,Natural,Very Good,False,100.00,True,2022-04-09T16:12:53-05:00
1478.96,hollow-body,electric-guitars,D'Angelico,175 DELUXE MATTE ROYAL BLUE,,,Excellent,False,20.99,True,2022-04-09T16:03:16-05:00
1850.00,hollow-body,electric-guitars,Kay,K776,60's,Natural,Excellent,False,59.00,False,2022-04-09T15:59:01-05:00
4249.99,hollow-body,electric-guitars,James Trussart,Steelcaster Deluxe,2010,Ocean Blue,Excellent,False,150.00,True,2022-04-09T15:45:36-05:00
